txn_id,customer_id,counterparty_id,account_id,product_type,channel,amount,currency,amount_base,country_origin,country_dest,mcc,is_foreign,dt,label,hour,dow,sum_amt_prev3,cnt_prev3,sum_amt_prev10,cnt_prev10,sum_amt_prev30,cnt_prev30,new_counterparty_flag
acct_1111,cust_1026,cash,acct_main_cust_1026,ACCOUNT_EVENT,branch,47.82,BND,47.82,BN,BN,,False,2025-03-19 07:00:00,0,7,2,24.23,3.0,674.4399999999999,10.0,4698.9800000000005,30.0,True
acct_1114,cust_1035,bank,acct_main_cust_1035,ACCOUNT_EVENT,online,106.07,BND,106.07,BN,BN,,False,2025-03-19 10:00:00,0,10,2,250.23,3.0,454.04,10.0,2866.63,30.0,True
acct_747,cust_1036,cash,acct_main_cust_1036,ACCOUNT_EVENT,branch,182.52,BND,182.52,BN,BN,,False,2025-03-04 03:00:00,0,3,1,163.67,3.0,659.72,10.0,3073.36,30.0,True
acct_1072,cust_1038,bank,acct_main_cust_1038,ACCOUNT_EVENT,online,20.2,BND,20.2,BN,BN,,False,2025-03-17 16:00:00,0,16,0,175.27,3.0,1062.7700000000002,10.0,5172.81,30.0,True
acct_1202,cust_104,cash,acct_main_cust_104,ACCOUNT_EVENT,branch,74.18,BND,74.18,BN,BN,,False,2025-03-23 02:00:00,0,2,6,161.59,3.0,913.5199999999998,10.0,2196.95,30.0,True
acct_674,cust_1046,bank,acct_main_cust_1046,ACCOUNT_EVENT,online,42.99,BND,42.99,BN,BN,,False,2025-03-01 02:00:00,0,2,5,21.99,3.0,410.17,10.0,3087.35,30.0,True
acct_1330,cust_1052,bank,acct_main_cust_1052,ACCOUNT_EVENT,online,31.75,BND,31.75,BN,BN,,False,2025-03-28 10:00:00,0,10,4,309.62999999999994,3.0,413.33,10.0,3240.23,30.0,True
acct_1193,cust_1054,cash,acct_main_cust_1054,ACCOUNT_EVENT,branch,362.11,BND,362.11,BN,BN,,False,2025-03-22 17:00:00,0,17,5,19.800000000000026,3.0,161.06000000000046,10.0,1201.5200000000004,30.0,True
acct_978,cust_1064,cash,acct_main_cust_1064,ACCOUNT_EVENT,branch,65.31,BND,65.31,BN,BN,,False,2025-03-13 18:00:00,0,18,3,128.49,3.0,1773.96,10.0,2934.4300000000003,30.0,True
acct_841,cust_1065,bank,acct_main_cust_1065,ACCOUNT_EVENT,online,11.35,BND,11.35,BN,BN,,False,2025-03-08 01:00:00,0,1,5,101.53000000000002,3.0,397.68,10.0,8284.75,30.0,True
acct_1307,cust_1070,cash,acct_main_cust_1070,ACCOUNT_EVENT,branch,93.15,BND,93.15,BN,BN,,False,2025-03-27 11:00:00,0,11,3,17.95000000000001,3.0,235.12,10.0,1730.75,30.0,True
acct_1060,cust_1072,bank,acct_main_cust_1072,ACCOUNT_EVENT,online,175.55,BND,175.55,BN,BN,,False,2025-03-17 04:00:00,1,4,0,333.72,3.0,474.86,10.0,857.54,30.0,True
acct_1177,cust_1075,cash,acct_main_cust_1075,ACCOUNT_EVENT,branch,49.04,BND,49.04,BN,BN,,False,2025-03-22 01:00:00,0,1,5,580.55,3.0,808.1999999999999,10.0,4401.91,30.0,True
acct_994,cust_1076,cash,acct_main_cust_1076,ACCOUNT_EVENT,branch,83.27,BND,83.27,BN,BN,,False,2025-03-14 10:00:00,0,10,4,59.95,3.0,136.52,10.0,1589.99,30.0,True
acct_969,cust_1078,bank,acct_main_cust_1078,ACCOUNT_EVENT,online,22.01,BND,22.01,BN,BN,,False,2025-03-13 09:00:00,1,9,3,227.65,3.0,469.85,10.0,1007.89,30.0,True
acct_1283,cust_1080,bank,acct_main_cust_1080,ACCOUNT_EVENT,online,33.79,BND,33.79,BN,BN,,False,2025-03-26 11:00:00,0,11,2,1070.78,3.0,1386.82,10.0,2377.76,30.0,True
acct_1374,cust_1080,bank,acct_main_cust_1080,ACCOUNT_EVENT,online,33.97,BND,33.97,BN,BN,,False,2025-03-30 06:00:00,0,6,6,104.57,3.0,1417.73,10.0,2285.55,30.0,False
acct_922,cust_1086,cash,acct_main_cust_1086,ACCOUNT_EVENT,branch,340.05,BND,340.05,BN,BN,,False,2025-03-11 10:00:00,0,10,1,430.35,3.0,1654.28,10.0,3357.17,30.0,True
acct_1101,cust_1088,bank,acct_main_cust_1088,ACCOUNT_EVENT,online,45.71,BND,45.71,BN,BN,,False,2025-03-18 21:00:00,0,21,1,92.59,3.0,400.2000000000001,10.0,1160.35,30.0,True
acct_1088,cust_109,cash,acct_main_cust_109,ACCOUNT_EVENT,branch,52.19,BND,52.19,BN,BN,,False,2025-03-18 08:00:00,0,8,1,71.06000000000002,3.0,421.96,10.0,2078.68,30.0,True
acct_1113,cust_109,cash,acct_main_cust_109,ACCOUNT_EVENT,branch,140.23,BND,140.23,BN,BN,,False,2025-03-19 09:00:00,1,9,2,119.46,3.0,470.53,10.0,2078.87,30.0,False
acct_1294,cust_109,bank,acct_main_cust_109,ACCOUNT_EVENT,online,36.88,BND,36.88,BN,BN,,False,2025-03-26 22:00:00,0,22,2,258.69,3.0,590.29,10.0,2209.11,30.0,False
acct_1220,cust_1091,bank,acct_main_cust_1091,ACCOUNT_EVENT,online,62.39,BND,62.39,BN,BN,,False,2025-03-23 20:00:00,0,20,6,234.6,3.0,686.0999999999999,10.0,4116.2,30.0,True
acct_825,cust_1092,bank,acct_main_cust_1092,ACCOUNT_EVENT,online,18.05,BND,18.05,BN,BN,,False,2025-03-07 09:00:00,0,9,4,1311.3499999999997,3.0,1835.4200000000003,10.0,5157.24,30.0,True
acct_1255,cust_1095,bank,acct_main_cust_1095,ACCOUNT_EVENT,online,156.08,BND,156.08,BN,BN,,False,2025-03-25 07:00:00,0,7,1,132.98999999999995,3.0,910.3,10.0,2226.25,30.0,True
acct_813,cust_110,cash,acct_main_cust_110,ACCOUNT_EVENT,branch,180.3,BND,180.3,BN,BN,,False,2025-03-06 21:00:00,0,21,3,7.04,3.0,519.4300000000001,10.0,1878.65,30.0,True
acct_1117,cust_1107,cash,acct_main_cust_1107,ACCOUNT_EVENT,branch,93.91,BND,93.91,BN,BN,,False,2025-03-19 13:00:00,0,13,2,597.9800000000001,3.0,1182.3200000000002,10.0,2482.2000000000003,30.0,True
acct_804,cust_1108,bank,acct_main_cust_1108,ACCOUNT_EVENT,online,405.83,BND,405.83,BN,BN,,False,2025-03-06 12:00:00,0,12,3,190.08999999999983,3.0,511.9500000000001,10.0,2448.37,30.0,True
acct_919,cust_1109,cash,acct_main_cust_1109,ACCOUNT_EVENT,branch,40.91,BND,40.91,BN,BN,,False,2025-03-11 07:00:00,0,7,1,50.31,3.0,1041.39,10.0,4790.16,30.0,True
acct_1379,cust_1109,bank,acct_main_cust_1109,ACCOUNT_EVENT,online,82.82,BND,82.82,BN,BN,,False,2025-03-30 11:00:00,0,11,6,87.25999999999999,3.0,1010.5,10.0,4666.61,30.0,True
acct_837,cust_1112,bank,acct_main_cust_1112,ACCOUNT_EVENT,online,85.66,BND,85.66,BN,BN,,False,2025-03-07 21:00:00,0,21,4,430.1000000000001,3.0,1158.39,10.0,4225.61,30.0,True
acct_698,cust_1116,bank,acct_main_cust_1116,ACCOUNT_EVENT,online,114.92,BND,114.92,BN,BN,,False,2025-03-02 02:00:00,0,2,6,54.9599999999999,3.0,170.82,10.0,2384.95,30.0,False
acct_946,cust_1116,cash,acct_main_cust_1116,ACCOUNT_EVENT,branch,48.46,BND,48.46,BN,BN,,False,2025-03-12 10:00:00,0,10,2,164.8799999999999,3.0,283.04999999999995,10.0,2488.89,30.0,True
acct_733,cust_1119,cash,acct_main_cust_1119,ACCOUNT_EVENT,branch,77.46,BND,77.46,BN,BN,,False,2025-03-03 13:00:00,0,13,0,133.63000000000002,3.0,3228.41,10.0,6239.57,30.0,True
acct_1190,cust_1119,bank,acct_main_cust_1119,ACCOUNT_EVENT,online,702.8,BND,702.8,BN,BN,,False,2025-03-22 14:00:00,0,14,5,191.1,3.0,2949.87,10.0,6296.03,30.0,True
acct_796,cust_1121,bank,acct_main_cust_1121,ACCOUNT_EVENT,online,56.4,BND,56.4,BN,BN,,False,2025-03-06 04:00:00,0,4,3,98.49000000000002,3.0,331.61,10.0,1152.25,30.0,True
acct_789,cust_1124,cash,acct_main_cust_1124,ACCOUNT_EVENT,branch,37.52,BND,37.52,BN,BN,,False,2025-03-05 21:00:00,0,21,2,23.97,3.0,295.46,10.0,1485.16,30.0,True
acct_1012,cust_1124,bank,acct_main_cust_1124,ACCOUNT_EVENT,online,206.41,BND,206.41,BN,BN,,False,2025-03-15 04:00:00,0,4,5,46.49,3.0,312.87,10.0,1520.7,30.0,True
acct_828,cust_1125,cash,acct_main_cust_1125,ACCOUNT_EVENT,branch,74.64,BND,74.64,BN,BN,,False,2025-03-07 12:00:00,0,12,4,1756.89,3.0,2124.83,10.0,3870.47,30.0,True
acct_1381,cust_1126,cash,acct_main_cust_1126,ACCOUNT_EVENT,branch,77.78,BND,77.78,BN,BN,,False,2025-03-30 13:00:00,0,13,6,58.4,3.0,493.35,10.0,1546.42,30.0,True
acct_1384,cust_1126,cash,acct_main_cust_1126,ACCOUNT_EVENT,branch,49.4,BND,49.4,BN,BN,,False,2025-03-30 16:00:00,0,16,6,126.34,3.0,522.23,10.0,1588.8,30.0,False
acct_1062,cust_1139,bank,acct_main_cust_1139,ACCOUNT_EVENT,online,279.75,BND,279.75,BN,BN,,False,2025-03-17 06:00:00,0,6,0,15.4800000000001,3.0,220.91,10.0,1654.9699999999998,30.0,False
acct_1178,cust_1139,cash,acct_main_cust_1139,ACCOUNT_EVENT,branch,98.87,BND,98.87,BN,BN,,False,2025-03-22 02:00:00,0,2,5,293.6900000000001,3.0,498.87,10.0,1929.73,30.0,True
acct_1338,cust_114,bank,acct_main_cust_114,ACCOUNT_EVENT,online,74.08,BND,74.08,BN,BN,,False,2025-03-28 18:00:00,0,18,4,151.65,3.0,648.1199999999999,10.0,1473.62,30.0,True
acct_851,cust_1140,cash,acct_main_cust_1140,ACCOUNT_EVENT,branch,109.93,BND,109.93,BN,BN,,False,2025-03-08 11:00:00,0,11,5,134.27000000000004,3.0,878.54,10.0,2267.93,30.0,False
acct_1265,cust_1141,cash,acct_main_cust_1141,ACCOUNT_EVENT,branch,53.05,BND,53.05,BN,BN,,False,2025-03-25 17:00:00,0,17,1,716.2500000000001,3.0,1290.3200000000002,10.0,3296.9100000000003,30.0,True
acct_1360,cust_1149,bank,acct_main_cust_1149,ACCOUNT_EVENT,online,59.81,BND,59.81,BN,BN,,False,2025-03-29 16:00:00,0,16,5,438.89,3.0,807.0600000000002,10.0,4427.61,30.0,False
acct_1133,cust_1152,cash,acct_main_cust_1152,ACCOUNT_EVENT,branch,112.8,BND,112.8,BN,BN,,False,2025-03-20 05:00:00,0,5,3,2006.89,3.0,2323.86,10.0,3774.34,30.0,True
acct_1115,cust_1153,bank,acct_main_cust_1153,ACCOUNT_EVENT,online,93.08,BND,93.08,BN,BN,,False,2025-03-19 11:00:00,0,11,2,140.78,3.0,706.08,10.0,2657.09,30.0,True
acct_1348,cust_1154,bank,acct_main_cust_1154,ACCOUNT_EVENT,online,171.17,BND,171.17,BN,BN,,False,2025-03-29 04:00:00,0,4,5,233.31999999999996,3.0,593.01,10.0,1740.86,30.0,True
acct_1081,cust_1158,bank,acct_main_cust_1158,ACCOUNT_EVENT,online,91.39,BND,91.39,BN,BN,,False,2025-03-18 01:00:00,0,1,1,134.62000000000012,3.0,373.13,10.0,1570.4,30.0,True
acct_833,cust_1163,cash,acct_main_cust_1163,ACCOUNT_EVENT,branch,155.25,BND,155.25,BN,BN,,False,2025-03-07 17:00:00,0,17,4,254.85,3.0,919.95,10.0,2107.57,30.0,True
acct_857,cust_1165,cash,acct_main_cust_1165,ACCOUNT_EVENT,branch,85.21,BND,85.21,BN,BN,,False,2025-03-08 17:00:00,0,17,5,36.14,3.0,381.9,10.0,1819.21,30.0,True
acct_1126,cust_1167,bank,acct_main_cust_1167,ACCOUNT_EVENT,online,70.45,BND,70.45,BN,BN,,False,2025-03-19 22:00:00,0,22,2,140.91999999999996,3.0,428.84,10.0,2914.12,30.0,True
acct_1103,cust_1169,cash,acct_main_cust_1169,ACCOUNT_EVENT,branch,235.78,BND,235.78,BN,BN,,False,2025-03-18 23:00:00,0,23,1,173.77,3.0,535.81,10.0,1356.88,30.0,True
acct_1142,cust_1169,cash,acct_main_cust_1169,ACCOUNT_EVENT,branch,28.29,BND,28.29,BN,BN,,False,2025-03-20 14:00:00,0,14,3,387.0700000000001,3.0,768.01,10.0,1577.93,30.0,False
acct_765,cust_1171,cash,acct_main_cust_1171,ACCOUNT_EVENT,branch,490.71,BND,490.71,BN,BN,,False,2025-03-04 21:00:00,0,21,1,42.52,3.0,107.22,10.0,1226.64,30.0,True
acct_721,cust_118,bank,acct_main_cust_118,ACCOUNT_EVENT,online,158.6,BND,158.6,BN,BN,,False,2025-03-03 01:00:00,0,1,0,256.9600000000001,3.0,668.3700000000001,10.0,1384.28,30.0,True
acct_939,cust_1181,cash,acct_main_cust_1181,ACCOUNT_EVENT,branch,89.16,BND,89.16,BN,BN,,False,2025-03-12 03:00:00,0,3,2,170.56,3.0,350.17,10.0,1487.2800000000002,30.0,True
acct_1079,cust_119,cash,acct_main_cust_119,ACCOUNT_EVENT,branch,150.68,BND,150.68,BN,BN,,False,2025-03-17 23:00:00,0,23,0,78.41,3.0,411.46,10.0,1654.3300000000002,30.0,True
acct_759,cust_1192,cash,acct_main_cust_1192,ACCOUNT_EVENT,branch,55.31,BND,55.31,BN,BN,,False,2025-03-04 15:00:00,1,15,1,30.14,3.0,316.04999999999984,10.0,2012.32,30.0,True
acct_860,cust_1195,bank,acct_main_cust_1195,ACCOUNT_EVENT,online,100.87,BND,100.87,BN,BN,,False,2025-03-08 20:00:00,0,20,5,86.87,3.0,1496.22,10.0,2212.59,30.0,True
acct_1214,cust_1195,cash,acct_main_cust_1195,ACCOUNT_EVENT,branch,165.4,BND,165.4,BN,BN,,False,2025-03-23 14:00:00,0,14,6,157.75,3.0,1457.13,10.0,2303.4700000000003,30.0,True
acct_1344,cust_1195,cash,acct_main_cust_1195,ACCOUNT_EVENT,branch,29.58,BND,29.58,BN,BN,,False,2025-03-29 00:00:00,0,0,5,278.4,3.0,932.69,10.0,2462.9,30.0,False
acct_1241,cust_120,bank,acct_main_cust_120,ACCOUNT_EVENT,online,91.95,BND,91.95,BN,BN,,False,2025-03-24 17:00:00,0,17,0,99.62000000000003,3.0,683.33,10.0,2223.71,30.0,True
acct_738,cust_1201,cash,acct_main_cust_1201,ACCOUNT_EVENT,branch,133.52,BND,133.52,BN,BN,,False,2025-03-03 18:00:00,0,18,0,300.36,3.0,502.93000000000006,10.0,1402.16,30.0,False
acct_777,cust_1211,cash,acct_main_cust_1211,ACCOUNT_EVENT,branch,172.04,BND,172.04,BN,BN,,False,2025-03-05 09:00:00,0,9,2,170.43999999999997,3.0,805.13,10.0,2064.73,30.0,True
acct_795,cust_1219,cash,acct_main_cust_1219,ACCOUNT_EVENT,branch,36.41,BND,36.41,BN,BN,,False,2025-03-06 03:00:00,0,3,3,208.35000000000005,3.0,425.17,10.0,2386.48,30.0,False
acct_1102,cust_122,cash,acct_main_cust_122,ACCOUNT_EVENT,branch,51.36,BND,51.36,BN,BN,,False,2025-03-18 22:00:00,0,22,1,175.44,3.0,950.79,10.0,3853.56,30.0,True
acct_760,cust_1220,cash,acct_main_cust_1220,ACCOUNT_EVENT,branch,33.14,BND,33.14,BN,BN,,False,2025-03-04 16:00:00,0,16,1,1445.4899999999998,3.0,1915.89,10.0,3861.28,30.0,True
acct_792,cust_1221,bank,acct_main_cust_1221,ACCOUNT_EVENT,online,144.86,BND,144.86,BN,BN,,False,2025-03-06 00:00:00,0,0,3,955.74,3.0,1376.17,10.0,2154.56,30.0,True
acct_889,cust_1222,bank,acct_main_cust_1222,ACCOUNT_EVENT,online,95.67,BND,95.67,BN,BN,,False,2025-03-10 01:00:00,0,1,0,165.63999999999996,3.0,363.11,10.0,803.92,30.0,True
acct_872,cust_1227,bank,acct_main_cust_1227,ACCOUNT_EVENT,online,36.31,BND,36.31,BN,BN,,False,2025-03-09 08:00:00,0,8,6,104.85,3.0,2277.27,10.0,3044.07,30.0,True
acct_704,cust_1228,bank,acct_main_cust_1228,ACCOUNT_EVENT,online,48.33,BND,48.33,BN,BN,,False,2025-03-02 08:00:00,0,8,6,76.94,3.0,2012.7,10.0,4405.46,30.0,True
acct_1121,cust_1229,cash,acct_main_cust_1229,ACCOUNT_EVENT,branch,227.35,BND,227.35,BN,BN,,False,2025-03-19 17:00:00,0,17,2,50.24,3.0,612.7,10.0,2620.78,30.0,True
acct_900,cust_1230,cash,acct_main_cust_1230,ACCOUNT_EVENT,branch,96.83,BND,96.83,BN,BN,,False,2025-03-10 12:00:00,0,12,0,343.67,3.0,563.53,10.0,2081.39,30.0,True
acct_995,cust_1237,cash,acct_main_cust_1237,ACCOUNT_EVENT,branch,13.56,BND,13.56,BN,BN,,False,2025-03-14 11:00:00,0,11,4,585.42,3.0,1177.0099999999998,10.0,4081.51,30.0,True
acct_1016,cust_1255,bank,acct_main_cust_1255,ACCOUNT_EVENT,online,118.74,BND,118.74,BN,BN,,False,2025-03-15 08:00:00,0,8,5,190.83,3.0,1499.31,10.0,4540.73,30.0,False
acct_853,cust_1257,bank,acct_main_cust_1257,ACCOUNT_EVENT,online,51.93,BND,51.93,BN,BN,,False,2025-03-08 13:00:00,0,13,5,370.85,3.0,650.8700000000005,10.0,2442.6900000000005,30.0,True
acct_731,cust_1261,bank,acct_main_cust_1261,ACCOUNT_EVENT,online,126.65,BND,126.65,BN,BN,,False,2025-03-03 11:00:00,0,11,0,311.0,3.0,1467.13,10.0,2246.25,30.0,True
acct_1030,cust_1261,bank,acct_main_cust_1261,ACCOUNT_EVENT,online,108.03,BND,108.03,BN,BN,,False,2025-03-15 22:00:00,0,22,5,435.86,3.0,1493.78,10.0,2350.4,30.0,False
acct_805,cust_1262,bank,acct_main_cust_1262,ACCOUNT_EVENT,online,271.03,BND,271.03,BN,BN,,False,2025-03-06 13:00:00,0,13,3,362.0,3.0,443.1200000000002,10.0,3566.5399999999995,30.0,True
acct_1279,cust_1262,bank,acct_main_cust_1262,ACCOUNT_EVENT,online,106.26,BND,106.26,BN,BN,,False,2025-03-26 07:00:00,0,7,2,519.4399999999999,3.0,709.1600000000002,10.0,3503.17,30.0,False
acct_711,cust_1268,cash,acct_main_cust_1268,ACCOUNT_EVENT,branch,17.8,BND,17.8,BN,BN,,False,2025-03-02 15:00:00,0,15,6,717.8799999999999,3.0,1271.4299999999998,10.0,3471.29,30.0,True
acct_1118,cust_1273,cash,acct_main_cust_1273,ACCOUNT_EVENT,branch,48.03,BND,48.03,BN,BN,,False,2025-03-19 14:00:00,0,14,2,532.51,3.0,1460.5,10.0,2461.61,30.0,True
acct_859,cust_1275,cash,acct_main_cust_1275,ACCOUNT_EVENT,branch,88.77,BND,88.77,BN,BN,,False,2025-03-08 19:00:00,0,19,5,35.05000000000011,3.0,358.81,10.0,2926.54,30.0,True
acct_824,cust_1278,cash,acct_main_cust_1278,ACCOUNT_EVENT,branch,210.05,BND,210.05,BN,BN,,False,2025-03-07 08:00:00,0,8,4,247.08000000000024,3.0,1793.17,10.0,4718.280000000001,30.0,True
acct_927,cust_1280,cash,acct_main_cust_1280,ACCOUNT_EVENT,branch,133.46,BND,133.46,BN,BN,,False,2025-03-11 15:00:00,0,15,1,412.99,3.0,1191.1,10.0,1905.83,30.0,True
acct_1032,cust_1285,bank,acct_main_cust_1285,ACCOUNT_EVENT,online,51.77,BND,51.77,BN,BN,,False,2025-03-16 00:00:00,0,0,6,19.07,3.0,254.12,10.0,1583.2900000000002,30.0,True
acct_971,cust_1286,bank,acct_main_cust_1286,ACCOUNT_EVENT,online,520.95,BND,520.95,BN,BN,,False,2025-03-13 11:00:00,0,11,3,63.85,3.0,394.28000000000014,10.0,1883.85,30.0,False
acct_748,cust_1287,bank,acct_main_cust_1287,ACCOUNT_EVENT,online,34.53,BND,34.53,BN,BN,,False,2025-03-04 04:00:00,0,4,1,15.3,3.0,691.3299999999996,10.0,3940.24,30.0,True
acct_968,cust_1295,cash,acct_main_cust_1295,ACCOUNT_EVENT,branch,38.51,BND,38.51,BN,BN,,False,2025-03-13 08:00:00,0,8,3,27.749999999999943,3.0,981.06,10.0,2098.3100000000004,30.0,True
acct_1122,cust_1295,bank,acct_main_cust_1295,ACCOUNT_EVENT,online,122.45,BND,122.45,BN,BN,,False,2025-03-19 18:00:00,0,18,2,64.26999999999994,3.0,875.5699999999999,10.0,2121.82,30.0,True
acct_909,cust_1296,bank,acct_main_cust_1296,ACCOUNT_EVENT,online,255.02,BND,255.02,BN,BN,,False,2025-03-10 21:00:00,0,21,0,79.48,3.0,1828.45,10.0,21116.12,30.0,True
acct_1259,cust_1298,bank,acct_main_cust_1298,ACCOUNT_EVENT,online,111.51,BND,111.51,BN,BN,,False,2025-03-25 11:00:00,0,11,1,100.21,3.0,437.88,10.0,1943.96,30.0,True
acct_756,cust_1299,cash,acct_main_cust_1299,ACCOUNT_EVENT,branch,150.11,BND,150.11,BN,BN,,False,2025-03-04 12:00:00,0,12,1,4.66,3.0,451.82,10.0,2683.7,30.0,True
acct_1222,cust_1299,cash,acct_main_cust_1299,ACCOUNT_EVENT,branch,137.37,BND,137.37,BN,BN,,False,2025-03-23 22:00:00,0,22,6,152.92000000000002,3.0,578.94,10.0,2819.12,30.0,False
acct_772,cust_1302,bank,acct_main_cust_1302,ACCOUNT_EVENT,online,208.16,BND,208.16,BN,BN,,False,2025-03-05 04:00:00,0,4,2,811.73,3.0,1067.6799999999998,10.0,4275.48,30.0,True
acct_848,cust_1303,cash,acct_main_cust_1303,ACCOUNT_EVENT,branch,197.43,BND,197.43,BN,BN,,False,2025-03-08 08:00:00,0,8,5,11.660000000000114,3.0,645.8799999999999,10.0,2728.13,30.0,True
acct_1099,cust_1309,cash,acct_main_cust_1309,ACCOUNT_EVENT,branch,73.69,BND,73.69,BN,BN,,False,2025-03-18 19:00:00,0,19,1,78.98,3.0,894.2900000000001,10.0,3826.21,30.0,True
acct_915,cust_1311,bank,acct_main_cust_1311,ACCOUNT_EVENT,online,129.02,BND,129.02,BN,BN,,False,2025-03-11 03:00:00,0,3,1,81.93,3.0,975.44,10.0,1926.98,30.0,True
acct_973,cust_132,bank,acct_main_cust_132,ACCOUNT_EVENT,online,614.81,BND,614.81,BN,BN,,False,2025-03-13 13:00:00,1,13,3,620.2200000000001,3.0,912.52,10.0,3141.49,30.0,True
acct_1057,cust_1323,cash,acct_main_cust_1323,ACCOUNT_EVENT,branch,91.35,BND,91.35,BN,BN,,False,2025-03-17 01:00:00,0,1,0,430.42,3.0,703.5699999999999,10.0,2294.17,30.0,False
acct_1224,cust_1327,cash,acct_main_cust_1327,ACCOUNT_EVENT,branch,23.96,BND,23.96,BN,BN,,False,2025-03-24 00:00:00,0,0,0,11.69,3.0,1400.65,10.0,1968.72,30.0,True
acct_775,cust_1328,cash,acct_main_cust_1328,ACCOUNT_EVENT,branch,148.35,BND,148.35,BN,BN,,False,2025-03-05 07:00:00,0,7,2,68.50000000000003,3.0,115.83,10.0,1066.14,30.0,True
acct_1230,cust_1328,cash,acct_main_cust_1328,ACCOUNT_EVENT,branch,7.47,BND,7.47,BN,BN,,False,2025-03-24 06:00:00,0,6,0,215.71000000000004,3.0,263.29,10.0,1213.03,30.0,False
acct_1170,cust_133,cash,acct_main_cust_133,ACCOUNT_EVENT,branch,131.57,BND,131.57,BN,BN,,False,2025-03-21 18:00:00,0,18,4,98.28,3.0,338.5099999999999,10.0,2349.87,30.0,True
acct_793,cust_1331,cash,acct_main_cust_1331,ACCOUNT_EVENT,branch,141.1,BND,141.1,BN,BN,,False,2025-03-06 01:00:00,0,1,3,320.06,3.0,751.4000000000001,10.0,4816.39,30.0,True
acct_962,cust_1331,bank,acct_main_cust_1331,ACCOUNT_EVENT,online,93.05,BND,93.05,BN,BN,,False,2025-03-13 02:00:00,0,2,3,451.1,3.0,607.89,10.0,4957.490000000001,30.0,True
acct_1198,cust_1331,cash,acct_main_cust_1331,ACCOUNT_EVENT,branch,122.79,BND,122.79,BN,BN,,False,2025-03-22 22:00:00,0,22,5,244.15,3.0,686.99,10.0,5049.800000000001,30.0,False
acct_723,cust_1335,cash,acct_main_cust_1335,ACCOUNT_EVENT,branch,93.07,BND,93.07,BN,BN,,False,2025-03-03 03:00:00,0,3,0,31.819999999999773,3.0,2189.3399999999992,10.0,4498.31,30.0,True
acct_916,cust_1335,cash,acct_main_cust_1335,ACCOUNT_EVENT,branch,166.1,BND,166.1,BN,BN,,False,2025-03-11 04:00:00,0,4,1,121.05999999999976,3.0,2022.4099999999996,10.0,4480.22,30.0,False
acct_897,cust_1343,cash,acct_main_cust_1343,ACCOUNT_EVENT,branch,132.05,BND,132.05,BN,BN,,False,2025-03-10 09:00:00,0,9,0,125.99,3.0,310.09000000000003,10.0,763.61,30.0,True
acct_1124,cust_1344,cash,acct_main_cust_1344,ACCOUNT_EVENT,branch,66.84,BND,66.84,BN,BN,,False,2025-03-19 20:00:00,0,20,2,587.87,3.0,907.34,10.0,3937.35,30.0,True
